     Date/Time     ,   Chan 0
0.0005040619980718475,     1.27921
0.023330615997110726,     1.27798
0.045688867998251226,     1.27643
0.06789876599941636,     1.27489
0.09030638900003396,     1.27613
0.11332664899964584,     1.27674
0.13561288100027014,     1.27366
0.15705138100020122,     1.27520
0.17910531499728677,     1.27459
0.20090492899907986,     1.27428
0.22234887299782713,     1.27582
0.2436854269981268,     1.27459
0.26523187199927634,     1.27274
0.2865686109980743,     1.27674
0.3079416279979341,     1.27274
0.3294228309969185,     1.27428
0.35128905799865606,     1.27798
0.3725572769981227,     1.27366
0.39403440699970815,     1.27489
0.4154092019998643,     1.27551
0.4368467749991396,     1.27489
0.4583121449977625,     1.27397
0.4795932719971461,     1.27274
0.5010017339991464,     1.27274
0.5225198819971411,     1.27489
0.5437990279970109,     1.27428
0.5651351739979873,     1.27736
0.5864854129977175,     1.27304
0.6078916339974967,     1.27304
0.6294664870001725,     1.27428
0.6509462269968935,     1.27428
0.6723130959981063,     1.27212
0.6939398199974676,     1.27274
0.715469265000138,     1.27674
0.736663908999617,     1.27520
0.7581181869973079,     1.27890
0.7795875199990405,     1.27520
0.8010082410000905,     1.27459
0.8223837209989142,     1.27643
0.8437764970003627,     1.27212
0.865190458996949,     1.27428
0.8870358889980707,     1.27489
0.9083451650003553,     1.27459
0.92973866399916,     1.27551
0.9510072349985421,     1.27150
0.9725174939994758,     1.27643
0.9939526969974395,     1.27428
1.015232694997394,     1.26935
1.0366711389979173,     1.27397
1.058240009999281,     1.27859
1.0794481169978098,     1.27397
1.1008923019981012,     1.27551
1.1223405789969547,     1.27489
1.143843226996978,     1.26904
1.1652054659971327,     1.27520
1.1875898289981706,     1.27520
1.2088526769985037,     1.27428
1.2300527099978353,     1.27397
1.25131152099857,     1.27674
1.2724954609984707,     1.27643
1.2936674369993852,     1.27551
1.3149417120002909,     1.27736
1.3361090769976727,     1.27613
1.3572746649988403,     1.27705
1.3785286989987071,     1.27551
1.3997358239976165,     1.27613
1.420902355999715,     1.27582
1.4422549279988743,     1.27551
1.4634244419976312,     1.27459
1.4847287720003806,     1.27613
1.506005990999256,     1.27366
1.527143614999659,     1.27150
1.548248164999677,     1.27397
1.5697722199984128,     1.27335
1.5910059939997154,     1.27674
1.6120667659997707,     1.27489
1.6334975239988125,     1.27428
1.6548617989974446,     1.27767
1.6760191459979978,     1.27397
1.6972445489991514,     1.27674
1.7184402489983768,     1.27489
1.7399301919977006,     1.27089
1.7610764089986333,     1.27767
1.782136976999027,     1.27335
1.8035801429978164,     1.27243
1.8248604729997169,     1.27613
1.8459397999977227,     1.27674
1.867085257999861,     1.27798
1.8882503459972213,     1.27736
1.9093283589972998,     1.27489
1.930572946999746,     1.27489
1.9516875349982001,     1.27551
1.9731755149987293,     1.27428
1.9944086219984456,     1.27767
2.0154589310004667,     1.27366
2.0366154259972973,     1.27828
2.057737475999602,     1.27181
2.079130788999464,     1.27181
2.100393118998909,     1.27674
2.121460020000086,     1.27428
2.1428700929973274,     1.27366
2.164066291999916,     1.27582
2.1851050259974727,     1.27181
2.2064171339989116,     1.27674
2.2274854789975507,     1.26904
2.249092218997248,     1.26965
2.2703599739979836,     1.27674
2.2914352449988655,     1.27489
2.3128713909973158,     1.27366
2.3340637009969214,     1.27705
2.3551439909970213,     1.27459
2.3762865959979536,     1.27705
2.3973689779995766,     1.27150
2.4194555020003463,     1.27335
2.4407250539989036,     1.27582
2.4618349919983302,     1.27643
2.4834518440002284,     1.27397
2.5048566559999017,     1.27304
2.5261662069970043,     1.27212
2.547388814000442,     1.27828
2.568483158996969,     1.27274
2.589853581997886,     1.27181
2.611373987998377,     1.27489
2.6324698709977383,     1.27335
2.6539254979979887,     1.27489
2.6751822349979193,     1.27982
2.6962877469995874,     1.27859
2.717432296998595,     1.33007
2.7386726069998986,     1.41914
2.761104264998721,     1.52764
2.7820942379985354,     1.66572
2.803337807999924,     1.82507
2.824516042997857,     2.01124
2.8457046679977793,     2.19771
2.8669644969995716,     2.38881
2.8881245649972698,     2.59378
2.909349153000221,     2.80090
2.930581684999197,     2.99447
2.9517401060002157,     3.17755
2.9729307479974523,     3.35201
2.9941825030000473,     3.51937
3.0153496639977675,     3.68181
3.036555769998813,     3.80355
3.0578024509995885,     3.92530
3.0790456129980157,     4.00760
3.1002404969985946,     4.07294
3.121617234999576,     4.08465
3.1427913769985025,     4.09020
3.1641082249989267,     4.08311
3.1852668859974074,     4.07726
3.206420454000181,     4.02702
3.2276487999988603,     3.92222
3.2488831279988517,     3.76657
3.2700426219998917,     3.58502
3.2928319869970437,     3.37389
3.315096974998596,     3.14396
3.337252665998676,     2.90323
3.3589958140000817,     2.64864
3.3808522049985186,     2.38727
3.402661910000461,     2.09846
3.424140629998874,     1.77391
3.4455234039996867,     1.42962
3.466630267997971,     1.09520
3.4876902789983433,     0.80639
3.508809011997073,     0.57060
3.5300140250001277,     0.37673
3.5511381670003175,     0.25992
3.572354104999249,     0.18348
3.5934283019996656,     0.17084
3.6144786269978795,     0.17115
3.635551786999713,     0.18009
3.6566126859979704,     0.26577
3.677705493999383,     0.41434
3.6988874139969994,     0.62793
3.7199532029990223,     0.88376
3.741042677000223,     1.15315
3.7621507439980633,     1.45089
3.7832894409984874,     1.74586
3.8044139339981484,     2.02511
3.825519742000324,     2.28032
3.8466141799981415,     2.52381
3.8676757649991487,     2.75745
3.8889633889994,     3.01050
3.910033381998801,     3.23612
3.9313113399985014,     3.46328
