     Date/Time     ,   Chan 0,   Chan 1,   Chan 2,   Chan 3,   Chan 4,   Chan 5,   Chan 6,   Chan 7
0.00073024199991778,     2.38265,     0.00162,     0.28211,     0.31509,    -0.12937,    -0.21351,    -0.19471,    -0.20797
0.020922272999087,     2.38758,     2.00446,     0.51204,     0.48369,    -0.18084,    -0.21228,    -0.22985,    -0.23694
0.04255573299997195,     2.38234,     2.19371,     0.53485,     0.49324,    -0.20026,    -0.22893,    -0.24588,    -0.24958
0.06062022100013564,     2.38265,     2.39313,     0.56845,     0.52468,    -0.21167,    -0.23478,    -0.25389,    -0.25574
0.08062655299909238,     2.38203,     2.55371,     0.55581,     0.50927,    -0.21321,    -0.23447,    -0.25328,    -0.25759
0.10055210799873748,     2.38696,     2.72477,     0.55427,     0.51050,    -0.21382,    -0.22923,    -0.25543,    -0.25759
0.12052595899876906,     2.38727,     2.88228,     0.55488,     0.50958,    -0.21629,    -0.23108,    -0.25574,    -0.25975
0.14193057299962675,     2.38819,     3.02714,     0.54595,     0.49786,    -0.21290,    -0.22646,    -0.25482,    -0.25790
0.16036694099966553,     2.38450,     3.16276,     0.56567,     0.52036,    -0.21814,    -0.22923,    -0.25790,    -0.26098
0.180370698999468,     2.38388,     3.26293,     0.55550,     0.50834,    -0.21721,    -0.22708,    -0.25821,    -0.25944
0.20036053100011486,     2.37371,     3.35386,     0.54934,     0.50095,    -0.21444,    -0.22430,    -0.25667,    -0.25759
0.2205596539988619,     2.37987,     3.42290,     0.55612,     0.51266,    -0.21999,    -0.22584,    -0.25975,    -0.26036
0.2405580229988118,     2.38203,     3.46882,     0.55396,     0.50711,    -0.21937,    -0.22615,    -0.25852,    -0.26160
0.26040470999942045,     2.38542,     3.49225,     0.55550,     0.50958,    -0.21968,    -0.22584,    -0.25944,    -0.26221
0.28039274599905184,     2.38604,     3.49225,     0.55581,     0.50649,    -0.22060,    -0.22646,    -0.26036,    -0.26221
0.3003882449993398,     2.38542,     3.46790,     0.55581,     0.50803,    -0.22060,    -0.22738,    -0.26006,    -0.26098
0.3203892059991631,     2.38172,     3.42074,     0.55581,     0.50834,    -0.22153,    -0.22800,    -0.25913,    -0.26191
0.3403907789997902,     2.38326,     3.35077,     0.55550,     0.50773,    -0.22030,    -0.22923,    -0.26036,    -0.26252
0.3603925730003539,     2.38696,     3.25923,     0.55612,     0.50773,    -0.22122,    -0.23108,    -0.25821,    -0.26191
0.380384664000303,     2.37926,     3.14889,     0.55612,     0.50773,    -0.22030,    -0.23170,    -0.25975,    -0.26191
0.4003898479986674,     2.37833,     3.01943,     0.55149,     0.50280,    -0.21783,    -0.23417,    -0.25790,    -0.25944
0.4204366599988134,     2.38295,     2.87457,     0.55828,     0.51173,    -0.22091,    -0.23817,    -0.26098,    -0.26283
0.44046723199971893,     2.38450,     2.71491,     0.55458,     0.50649,    -0.21968,    -0.23971,    -0.25913,    -0.26221
0.4604403049997927,     2.38635,     2.54446,     0.55612,     0.50958,    -0.22060,    -0.24218,    -0.26067,    -0.26160
0.4804060819988081,     2.38604,     2.36600,     0.55581,     0.50958,    -0.22060,    -0.24526,    -0.25852,    -0.26160
0.5004087649995199,     2.38049,     2.18261,     0.55550,     0.51019,    -0.21906,    -0.24711,    -0.25944,    -0.26129
0.5204086529993219,     2.38604,     1.99398,     0.55519,     0.50988,    -0.21906,    -0.25050,    -0.25913,    -0.26098
0.5404030589998001,     2.38357,     1.80596,     0.55550,     0.50958,    -0.21783,    -0.25173,    -0.25913,    -0.26160
0.5604107789986301,     2.38203,     1.62257,     0.55365,     0.50958,    -0.21814,    -0.25451,    -0.25790,    -0.26067
0.5804021109997848,     2.38696,     1.44318,     0.55458,     0.50896,    -0.21814,    -0.25759,    -0.25790,    -0.25975
0.6004102019996935,     2.37771,     1.27366,     0.54841,     0.50249,    -0.21444,    -0.25790,    -0.25605,    -0.25852
0.6205204199995933,     2.37556,     1.11554,     0.55581,     0.51266,    -0.21783,    -0.26160,    -0.25882,    -0.25975
0.6405509550004354,     2.37402,     0.96883,     0.55273,     0.50773,    -0.21598,    -0.26314,    -0.25728,    -0.25944
0.6604466779990616,     2.38450,     0.84122,     0.55581,     0.51081,    -0.21752,    -0.26530,    -0.25697,    -0.26006
0.6804286949991365,     2.38295,     0.73211,     0.55488,     0.50958,    -0.21660,    -0.26715,    -0.25759,    -0.25882
0.7004264339993824,     2.38511,     0.64242,     0.55550,     0.50742,    -0.21567,    -0.26745,    -0.25728,    -0.25944
0.7204287849999673,     2.38265,     0.57369,     0.55365,     0.51019,    -0.21506,    -0.26776,    -0.25697,    -0.25944
0.7404290790000232,     2.38604,     0.52714,     0.55396,     0.50927,    -0.21536,    -0.26684,    -0.25636,    -0.25821
0.7604339480003546,     2.38480,     0.50434,     0.55427,     0.50927,    -0.21506,    -0.26807,    -0.25697,    -0.25852
0.780410576999202,     2.37926,     0.50403,     0.55612,     0.51112,    -0.21598,    -0.26838,    -0.25512,    -0.25882
0.8004128339998715,     2.37340,     0.52776,     0.54903,     0.50403,    -0.21136,    -0.26591,    -0.25512,    -0.25697
0.8205604769991623,     2.38172,     0.57584,     0.55704,     0.51297,    -0.21598,    -0.26684,    -0.25636,    -0.25852
0.8404736259999481,     2.38974,     0.64550,     0.55673,     0.50988,    -0.21536,    -0.26530,    -0.25605,    -0.25821
0.860450457999832,     2.38511,     0.73643,     0.55488,     0.51050,    -0.21475,    -0.26406,    -0.25667,    -0.25882
0.8804469749993586,     2.38789,     0.84739,     0.55458,     0.51050,    -0.21413,    -0.26191,    -0.25605,    -0.25790
0.9004430479999428,     2.38542,     0.97653,     0.55458,     0.51112,    -0.21475,    -0.25913,    -0.25728,    -0.25728
0.9204415650001465,     2.38758,     1.12047,     0.55519,     0.51143,    -0.21536,    -0.25759,    -0.25636,    -0.25790
0.9404375630001596,     2.38542,     1.27952,     0.55550,     0.51112,    -0.21475,    -0.25512,    -0.25667,    -0.25821
0.9604464869989897,     2.38450,     1.45058,     0.55581,     0.51050,    -0.21506,    -0.25358,    -0.25728,    -0.25821
0.980448319000061,     2.38265,     1.62935,     0.55488,     0.51173,    -0.21506,    -0.25081,    -0.25667,    -0.25728
1.0004466689988476,     2.37895,     1.81459,     0.55057,     0.50526,    -0.21351,    -0.24742,    -0.25543,    -0.25697
1.0205161849989963,     2.38049,     2.00199,     0.55828,     0.51420,    -0.21721,    -0.24588,    -0.25759,    -0.25882
1.0404922759989859,     2.37956,     2.18939,     0.55458,     0.51050,    -0.21691,    -0.24372,    -0.25759,    -0.25852
1.0604915149997396,     2.38665,     2.37494,     0.55550,     0.51081,    -0.21752,    -0.24064,    -0.25852,    -0.25852
1.080465828999877,     2.38727,     2.55309,     0.55612,     0.51143,    -0.21752,    -0.23910,    -0.25697,    -0.25944
1.1004679199995735,     2.38480,     2.72385,     0.55612,     0.51173,    -0.21814,    -0.23694,    -0.25790,    -0.26067
1.1204626409999037,     2.38450,     2.88166,     0.55581,     0.51050,    -0.21814,    -0.23417,    -0.26006,    -0.26036
1.1404633250003826,     2.38419,     3.02622,     0.55519,     0.51112,    -0.21783,    -0.23293,    -0.25882,    -0.25913
1.1604659339991485,     2.38203,     3.15382,     0.55488,     0.51143,    -0.21906,    -0.23170,    -0.25821,    -0.26036
1.18046450699876,     2.38573,     3.26447,     0.55673,     0.51143,    -0.21875,    -0.23078,    -0.26036,    -0.25975
1.2004612639993866,     2.38018,     3.35540,     0.55180,     0.50803,    -0.21721,    -0.22862,    -0.25913,    -0.25882
1.220584296999732,     2.37802,     3.42228,     0.55828,     0.51266,    -0.22030,    -0.23016,    -0.26067,    -0.26129
1.2405179260003933,     2.38326,     3.46913,     0.55704,     0.51358,    -0.22091,    -0.22893,    -0.25944,    -0.26006
1.2604895739987114,     2.38573,     3.49163,     0.55581,     0.51112,    -0.21999,    -0.22954,    -0.26036,    -0.26036
1.2804863679994014,     2.38696,     3.49256,     0.55458,     0.50927,    -0.21968,    -0.22862,    -0.26036,    -0.26067
1.3004798669990123,     2.38326,     3.46790,     0.55488,     0.51143,    -0.21999,    -0.22985,    -0.26067,    -0.26036
1.320482125000126,     2.38357,     3.42043,     0.55427,     0.50988,    -0.21968,    -0.23108,    -0.26098,    -0.25975
1.3404881409987865,     2.38511,     3.35108,     0.55581,     0.51143,    -0.22091,    -0.23139,    -0.25913,    -0.26098
