     Date/Time     ,   Chan 0,   Chan 1,   Chan 2,   Chan 3,   Chan 4,   Chan 5,   Chan 6,   Chan 7
0.0007508720009354874,     2.99848,     2.00446,     0.42266,     0.47290,    -0.13153,    -0.20026,    -0.20119,    -0.20458
0.02077244600150152,     3.00033,     2.19247,     0.70437,     0.67787,    -0.18762,    -0.23447,    -0.23540,    -0.23725
0.040887942999688676,     2.99570,     2.37864,     0.74413,     0.69852,    -0.20211,    -0.24403,    -0.24834,    -0.24588
0.060922517001017695,     2.99663,     2.55710,     0.75492,     0.70653,    -0.20766,    -0.24680,    -0.25482,    -0.25081
0.08092316500187735,     2.99354,     2.72786,     0.75954,     0.71023,    -0.21136,    -0.24064,    -0.25143,    -0.25143
0.1003469560018857,     2.99693,     2.88104,     0.79715,     0.75338,    -0.22893,    -0.25235,    -0.27300,    -0.26715
0.1203341040018131,     3.00187,     3.02498,     0.75523,     0.70345,    -0.22215,    -0.24588,    -0.26591,    -0.26191
0.14033675199971185,     2.99755,     3.15351,     0.75030,     0.70067,    -0.21937,    -0.24310,    -0.26499,    -0.26067
0.1603365670016501,     2.99724,     3.26293,     0.75122,     0.70067,    -0.21629,    -0.23848,    -0.26283,    -0.25821
0.18033403000299586,     3.00279,     3.35355,     0.74876,     0.70098,    -0.21845,    -0.23941,    -0.26499,    -0.26006
0.2003412340018258,     2.99231,     3.42290,     0.74413,     0.69451,    -0.21536,    -0.23725,    -0.26006,    -0.25543
0.22047637899959227,     2.98985,     3.46852,     0.75215,     0.70252,    -0.22030,    -0.23910,    -0.26591,    -0.25975
0.24052130400013993,     2.99077,     3.49287,     0.74660,     0.70067,    -0.21721,    -0.23817,    -0.26406,    -0.25944
0.2603524190017197,     3.00156,     3.49194,     0.75430,     0.70468,    -0.22215,    -0.24064,    -0.26807,    -0.26283
0.28034760400259984,     2.99385,     3.46852,     0.74999,     0.70067,    -0.22184,    -0.24125,    -0.26838,    -0.26252
